market,date,signal_trend,signal_vol,signal_overseas,signal_rsi,signal_macd,call,entry,exit,actual_move_pct,position_return_pct,correct,avg_abs_pct,magnitude_predicted,magnitude_actual,magnitude_match
kr,2020-09-29,up,,up,,,상승,2308.08,2327.89,0.858,0.858,True,0.932,보통,보통,True
kr,2020-10-05,,,,,,보합,2327.89,2358.0,1.293,0.0,False,0.938,보통,큰폭,False
kr,2020-10-06,up,,up,,,상승,2358.0,2365.9,0.335,0.335,True,0.93,보통,완만,False
kr,2020-10-07,,,down,,,하락,2365.9,2386.94,0.889,-0.889,False,0.963,보통,보통,True
kr,2020-10-08,,,up,,,상승,2386.94,2391.96,0.21,0.21,True,0.914,보통,완만,False
kr,2020-10-12,,,,,,보합,2391.96,2403.73,0.492,0.0,True,0.9,보통,완만,False
kr,2020-10-13,,,up,,,상승,2403.73,2403.15,-0.024,-0.024,False,0.877,보통,완만,False
kr,2020-10-14,,,,,,보합,2403.15,2380.48,-0.943,0.0,True,0.865,보통,보통,True
kr,2020-10-15,,,,,,보합,2380.48,2361.21,-0.81,0.0,True,0.811,보통,보통,True
kr,2020-10-16,,,,,,보합,2361.21,2341.53,-0.833,0.0,True,0.815,보통,보통,True
kr,2020-10-19,,,,,,보합,2341.53,2346.74,0.223,0.0,True,0.855,보통,완만,False
kr,2020-10-20,,,down,,,하락,2346.74,2358.41,0.497,-0.497,False,0.832,보통,보통,True
kr,2020-10-21,,,,,,보합,2358.41,2370.86,0.528,0.0,True,0.811,보통,보통,True
kr,2020-10-22,,,,,,보합,2370.86,2355.05,-0.667,0.0,True,0.82,보통,보통,True
kr,2020-10-23,,,,,,보합,2355.05,2360.81,0.245,0.0,True,0.785,완만,완만,True
kr,2020-10-26,,,,,,보합,2360.81,2343.91,-0.716,0.0,True,0.806,완만,보통,False
kr,2020-10-27,,,down,,,하락,2343.91,2330.84,-0.558,0.558,True,0.77,완만,보통,False
kr,2020-10-28,,,,,,보합,2330.84,2345.26,0.619,0.0,True,0.687,완만,보통,False
kr,2020-10-29,,,down,,,하락,2345.26,2326.67,-0.793,0.793,True,0.713,완만,보통,False
kr,2020-10-30,,,up,,,상승,2326.67,2267.15,-2.558,-2.558,False,0.615,완만,큰폭,False
kr,2020-11-02,down,up,down,,,하락,2267.15,2300.16,1.456,-1.456,False,0.641,완만,큰폭,False
kr,2020-11-03,up,down,up,,,상승,2300.16,2343.31,1.876,1.876,True,0.705,완만,큰폭,False
kr,2020-11-04,up,down,up,,,상승,2343.31,2357.32,0.598,0.598,True,0.734,완만,보통,False
kr,2020-11-05,,,up,,,상승,2357.32,2413.79,2.396,2.396,True,0.764,완만,큰폭,False
kr,2020-11-06,up,down,up,,,상승,2413.79,2416.5,0.112,0.112,True,0.777,완만,완만,True
kr,2020-11-09,,,,,,보합,2416.5,2447.2,1.27,0.0,False,0.852,보통,큰폭,False
kr,2020-11-10,up,,up,,,상승,2447.2,2452.83,0.23,0.23,True,0.847,보통,완만,False
kr,2020-11-11,,,,,,보합,2452.83,2485.87,1.347,0.0,False,0.886,보통,큰폭,False
kr,2020-11-12,up,,,,,상승,2485.87,2475.62,-0.412,-0.412,False,0.896,보통,완만,False
kr,2020-11-13,,,,,,보합,2475.62,2493.87,0.737,0.0,True,0.917,보통,보통,True
kr,2020-11-16,,,up,,,상승,2493.87,2543.03,1.971,1.971,True,0.897,보통,큰폭,False
kr,2020-11-17,up,down,up,down,,혼조,2543.03,2539.15,-0.153,0.0,True,0.892,보통,완만,False
kr,2020-11-18,,,,down,,하락,2539.15,2545.64,0.256,-0.256,False,0.979,보통,완만,False
kr,2020-11-19,,,down,down,,하락,2545.64,2547.42,0.07,-0.07,False,0.962,보통,완만,False
kr,2020-11-20,,,,down,,하락,2547.42,2553.5,0.239,-0.239,False,0.948,보통,완만,False
kr,2020-11-23,,,,down,,하락,2553.5,2602.59,1.922,-1.922,False,0.919,보통,큰폭,False
kr,2020-11-24,up,down,,down,,하락,2602.59,2617.76,0.583,-0.583,False,0.918,보통,보통,True
kr,2020-11-25,,,up,down,,혼조,2617.76,2601.54,-0.62,0.0,True,0.979,보통,보통,True
kr,2020-11-26,,,,down,,하락,2601.54,2625.91,0.937,-0.937,False,0.98,보통,보통,True
kr,2020-11-27,,,,down,,하락,2625.91,2633.45,0.287,-0.287,False,0.98,보통,완만,False
kr,2020-11-30,,,,down,,하락,2633.45,2591.34,-1.599,1.599,True,0.987,보통,큰폭,False
kr,2020-12-01,down,,,,,하락,2591.34,2634.25,1.656,-1.656,False,0.874,보통,큰폭,False
kr,2020-12-02,up,,up,down,,상승,2634.25,2675.9,1.581,1.581,True,0.881,보통,큰폭,False
kr,2020-12-03,up,,,down,,혼조,2675.9,2696.22,0.759,0.0,True,0.87,보통,보통,True
kr,2020-12-04,,,,down,,하락,2696.22,2731.45,1.307,-1.307,False,0.919,보통,큰폭,False
kr,2020-12-07,up,,,down,,혼조,2731.45,2745.44,0.512,0.0,True,0.837,완만,완만,True
kr,2020-12-08,,,,down,,하락,2745.44,2700.93,-1.621,1.621,True,0.897,보통,큰폭,False
kr,2020-12-09,down,,,,,하락,2700.93,2755.47,2.019,-2.019,False,0.859,완만,큰폭,False
kr,2020-12-10,up,down,,down,,하락,2755.47,2746.46,-0.327,0.327,True,0.928,보통,완만,False
kr,2020-12-11,,,,down,,하락,2746.46,2770.06,0.859,-0.859,False,0.962,보통,보통,True
kr,2020-12-14,,,,down,,하락,2770.06,2762.2,-0.284,0.284,True,0.958,보통,완만,False
kr,2020-12-15,,,,down,,하락,2762.2,2756.82,-0.195,0.195,True,0.964,보통,완만,False
kr,2020-12-16,,,up,down,,혼조,2756.82,2771.79,0.543,0.0,True,0.88,보통,완만,False
kr,2020-12-17,,,,down,,하락,2771.79,2770.43,-0.049,0.049,True,0.882,보통,완만,False
kr,2020-12-18,,,,down,,하락,2770.43,2772.18,0.063,-0.063,False,0.896,보통,완만,False
kr,2020-12-21,,,,down,,하락,2772.18,2778.65,0.233,-0.233,False,0.895,보통,완만,False
kr,2020-12-22,,,,down,,하락,2778.65,2733.68,-1.618,1.618,True,0.886,보통,큰폭,False
kr,2020-12-23,down,up,,,,혼조,2733.68,2759.82,0.956,0.0,True,0.802,완만,보통,False
kr,2020-12-24,,,,,,보합,2759.82,2806.86,1.704,0.0,False,0.854,완만,큰폭,False
kr,2020-12-28,up,,,down,,혼조,2806.86,2808.6,0.062,0.0,True,0.87,완만,완만,True
kr,2020-12-29,,,,down,,하락,2808.6,2820.51,0.424,-0.424,False,0.909,보통,완만,False
kr,2020-12-30,,,,down,,하락,2820.51,2873.47,1.878,-1.878,False,0.897,보통,큰폭,False
kr,2021-01-04,up,down,,down,,하락,2873.47,2944.45,2.47,-2.47,False,0.839,완만,큰폭,False
kr,2021-01-05,up,down,down,down,,하락,2944.45,2990.57,1.566,-1.566,False,0.85,완만,큰폭,False
kr,2021-01-06,up,,,down,,혼조,2990.57,2968.21,-0.748,0.0,True,0.894,보통,보통,True
kr,2021-01-07,,,,down,,하락,2968.21,3031.68,2.138,-2.138,False,0.935,보통,큰폭,False
kr,2021-01-08,up,down,up,down,,혼조,3031.68,3152.18,3.975,0.0,False,0.907,보통,큰폭,False
kr,2021-01-11,up,down,,down,,하락,3152.18,3148.45,-0.118,0.118,True,0.988,보통,완만,False
kr,2021-01-12,,,,down,,하락,3148.45,3125.95,-0.715,0.715,True,1.106,보통,보통,True
kr,2021-01-13,,,,down,,하락,3125.95,3148.29,0.715,-0.715,False,1.011,보통,보통,True
kr,2021-01-14,,,,down,,하락,3148.29,3149.93,0.052,-0.052,False,1.03,보통,완만,False
kr,2021-01-15,,,,down,,하락,3149.93,3085.9,-2.033,2.033,True,1.023,보통,큰폭,False
kr,2021-01-18,down,up,,down,,하락,3085.9,3013.93,-2.332,2.332,True,1.011,보통,큰폭,False
kr,2021-01-19,down,up,,,,혼조,3013.93,3092.66,2.612,0.0,False,1.103,보통,큰폭,False
kr,2021-01-20,up,down,,,,혼조,3092.66,3114.55,0.708,0.0,True,1.193,큰폭,보통,False
kr,2021-01-21,,,up,,,상승,3114.55,3160.84,1.486,1.486,True,1.321,큰폭,큰폭,True
kr,2021-01-22,up,,,down,,혼조,3160.84,3140.63,-0.639,0.0,True,1.353,큰폭,보통,False
kr,2021-01-25,,,,,,보합,3140.63,3208.99,2.177,0.0,False,1.416,큰폭,큰폭,True
kr,2021-01-26,up,,,down,,혼조,3208.99,3140.31,-2.14,0.0,False,1.367,큰폭,큰폭,True
kr,2021-01-27,down,,,,,하락,3140.31,3122.56,-0.565,0.565,True,1.428,큰폭,완만,False
kr,2021-01-28,,,down,,,하락,3122.56,3069.05,-1.714,1.714,True,1.449,큰폭,큰폭,True
kr,2021-01-29,down,,,,,하락,3069.05,2976.21,-3.025,3.025,True,1.475,큰폭,큰폭,True
kr,2021-02-01,down,,down,,,하락,2976.21,3056.53,2.699,-2.699,False,1.539,큰폭,큰폭,True
kr,2021-02-02,up,,up,,,상승,3056.53,3096.81,1.318,1.318,True,1.596,큰폭,보통,False
kr,2021-02-03,up,,up,,,상승,3096.81,3129.68,1.061,1.061,True,1.608,큰폭,보통,False
kr,2021-02-04,up,,,,,상승,3129.68,3087.55,-1.346,-1.346,False,1.595,큰폭,보통,False
kr,2021-02-05,down,,up,,,혼조,3087.55,3120.63,1.071,0.0,False,1.611,큰폭,보통,False
kr,2021-02-08,up,,,,,상승,3120.63,3091.24,-0.942,-0.942,False,1.571,큰폭,보통,False
kr,2021-02-09,,,,,,보합,3091.24,3084.67,-0.213,0.0,True,1.426,큰폭,완만,False
kr,2021-02-10,,,,,,보합,3084.67,3100.58,0.516,0.0,True,1.468,큰폭,완만,False
kr,2021-02-15,,,,,,보합,3100.58,3147.0,1.497,0.0,False,1.442,큰폭,큰폭,True
kr,2021-02-16,up,,,,,상승,3147.0,3163.25,0.516,0.516,True,1.432,큰폭,완만,False
kr,2021-02-17,,,,,,보합,3163.25,3133.73,-0.933,0.0,True,1.505,큰폭,보통,False
kr,2021-02-18,,,,,,보합,3133.73,3086.66,-1.502,0.0,False,1.429,큰폭,큰폭,True
kr,2021-02-19,down,,,,,하락,3086.66,3107.62,0.679,-0.679,False,1.359,큰폭,보통,False
kr,2021-02-22,,,,,,보합,3107.62,3079.75,-0.897,0.0,True,1.303,큰폭,보통,False
kr,2021-02-23,,,,,,보합,3079.75,3070.09,-0.314,0.0,True,1.302,큰폭,완만,False
kr,2021-02-24,,,,,,보합,3070.09,2994.98,-2.447,0.0,False,1.273,큰폭,큰폭,True
kr,2021-02-25,down,,up,,,혼조,2994.98,3099.69,3.496,0.0,False,1.256,큰폭,큰폭,True
kr,2021-02-26,up,down,down,,,하락,3099.69,3012.95,-2.798,2.798,True,1.27,큰폭,큰폭,True
kr,2021-03-02,down,up,up,,,상승,3012.95,3043.87,1.026,1.026,True,1.338,큰폭,보통,False
kr,2021-03-03,up,,,,,상승,3043.87,3082.99,1.285,1.285,True,1.449,큰폭,보통,False
kr,2021-03-04,up,,down,,,혼조,3082.99,3043.49,-1.281,0.0,False,1.415,큰폭,보통,False
kr,2021-03-05,down,,down,,,하락,3043.49,3026.26,-0.566,0.566,True,1.328,큰폭,완만,False
kr,2021-03-08,,,up,,,상승,3026.26,2996.11,-0.996,-0.996,False,1.257,큰폭,보통,False
kr,2021-03-09,,,,,,보합,2996.11,2976.12,-0.667,0.0,True,1.219,보통,보통,True
kr,2021-03-10,,,up,,,상승,2976.12,2958.12,-0.605,-0.605,False,1.216,보통,완만,False
kr,2021-03-11,,,,,,보합,2958.12,3013.7,1.879,0.0,False,1.182,보통,큰폭,False
kr,2021-03-12,up,,up,,,상승,3013.7,3054.39,1.35,1.35,True,1.159,보통,보통,True
kr,2021-03-15,up,,,,,상승,3054.39,3045.71,-0.284,-0.284,False,1.206,보통,완만,False
kr,2021-03-16,,,,,,보합,3045.71,3067.17,0.705,0.0,True,1.263,큰폭,보통,False
kr,2021-03-17,,,,,,보합,3067.17,3047.5,-0.641,0.0,True,1.251,보통,보통,True
kr,2021-03-18,,,,,,보합,3047.5,3066.01,0.607,0.0,True,1.211,보통,완만,False
kr,2021-03-19,,,down,,,하락,3066.01,3039.53,-0.864,0.864,True,1.218,보통,보통,True
kr,2021-03-22,,,,,,보합,3039.53,3035.46,-0.134,0.0,True,1.201,보통,완만,False
kr,2021-03-23,,,,,,보합,3035.46,3004.74,-1.012,0.0,False,1.169,보통,보통,True
kr,2021-03-24,down,,,,,하락,3004.74,2996.35,-0.279,0.279,True,1.142,보통,완만,False
kr,2021-03-25,,,,,,보합,2996.35,3008.33,0.4,0.0,True,1.148,보통,완만,False
kr,2021-03-26,,,,,,보합,3008.33,3041.01,1.086,0.0,False,1.146,보통,보통,True
kr,2021-03-29,up,,up,,,상승,3041.01,3036.04,-0.163,-0.163,False,1.044,보통,완만,False
kr,2021-03-30,,,,,,보합,3036.04,3070.0,1.119,0.0,False,0.923,보통,보통,True
kr,2021-03-31,up,,,,,상승,3070.0,3061.42,-0.279,-0.279,False,0.792,완만,완만,True
kr,2021-04-01,,,,,,보합,3061.42,3087.4,0.849,0.0,True,0.796,완만,보통,False
kr,2021-04-02,,,up,,,상승,3087.4,3112.8,0.823,0.823,True,0.746,완만,보통,False
kr,2021-04-05,,,up,,,상승,3112.8,3120.83,0.258,0.258,True,0.724,완만,완만,True
kr,2021-04-06,,,up,,,상승,3120.83,3127.08,0.2,0.2,True,0.737,완만,완만,True
kr,2021-04-07,,,,,,보합,3127.08,3137.41,0.33,0.0,True,0.7,완만,완만,True
kr,2021-04-08,,,,,,보합,3137.41,3143.26,0.186,0.0,True,0.677,완만,완만,True
kr,2021-04-09,,,,,,보합,3143.26,3131.88,-0.362,0.0,True,0.663,완만,완만,True
kr,2021-04-12,,,,,,보합,3131.88,3135.59,0.118,0.0,True,0.579,완만,완만,True
kr,2021-04-13,,,,,,보합,3135.59,3169.08,1.068,0.0,False,0.529,완만,보통,False
kr,2021-04-14,up,down,,,,혼조,3169.08,3182.38,0.42,0.0,True,0.521,완만,완만,True
kr,2021-04-15,,,,,,보합,3182.38,3194.33,0.376,0.0,True,0.539,완만,완만,True
kr,2021-04-16,,,up,,,상승,3194.33,3198.62,0.134,0.134,True,0.528,완만,완만,True
kr,2021-04-19,,,,,,보합,3198.62,3198.84,0.007,0.0,True,0.516,완만,완만,True
kr,2021-04-20,,,,,,보합,3198.84,3220.7,0.683,0.0,True,0.48,완만,보통,False
kr,2021-04-21,,,,down,,하락,3220.7,3171.66,-1.523,1.523,True,0.474,완만,큰폭,False
kr,2021-04-22,down,up,,,,혼조,3171.66,3177.52,0.185,0.0,True,0.457,완만,완만,True
kr,2021-04-23,,,,,,보합,3177.52,3186.1,0.27,0.0,True,0.519,완만,완만,True
kr,2021-04-26,,,up,,,상승,3186.1,3217.53,0.986,0.986,True,0.508,완만,보통,False
kr,2021-04-27,,,,,,보합,3217.53,3215.42,-0.066,0.0,True,0.468,완만,완만,True
kr,2021-04-28,,,,,,보합,3215.42,3181.47,-1.056,0.0,False,0.509,완만,보통,False
kr,2021-04-29,down,up,,,,혼조,3181.47,3174.07,-0.233,0.0,True,0.456,완만,완만,True
kr,2021-04-30,,,,,,보합,3174.07,3147.86,-0.826,0.0,True,0.495,완만,보통,False
kr,2021-05-03,,,,,,보합,3147.86,3127.2,-0.656,0.0,True,0.464,완만,보통,False
kr,2021-05-04,,,,,,보합,3127.2,3147.37,0.645,0.0,True,0.464,완만,보통,False
kr,2021-05-06,,,,,,보합,3147.37,3178.74,0.997,0.0,True,0.484,완만,보통,False
kr,2021-05-07,,,,,,보합,3178.74,3197.2,0.581,0.0,True,0.507,완만,보통,False
kr,2021-05-10,,,,,,보합,3197.2,3249.3,1.63,0.0,False,0.54,완만,큰폭,False
kr,2021-05-11,up,down,down,,,하락,3249.3,3209.43,-1.227,1.227,True,0.56,완만,큰폭,False
kr,2021-05-12,down,,,,,하락,3209.43,3161.66,-1.488,1.488,True,0.623,완만,큰폭,False
kr,2021-05-13,down,up,down,,,하락,3161.66,3122.11,-1.251,1.251,True,0.678,완만,큰폭,False
kr,2021-05-14,down,,up,,,혼조,3122.11,3153.32,1.0,0.0,True,0.699,완만,보통,False
kr,2021-05-17,,,up,,,상승,3153.32,3134.52,-0.596,-0.596,False,0.741,완만,보통,False
kr,2021-05-18,,,,,,보합,3134.52,3173.05,1.229,0.0,False,0.772,완만,큰폭,False
kr,2021-05-20,up,,,,,상승,3173.05,3162.28,-0.339,-0.339,False,0.795,완만,완만,True
kr,2021-05-21,,,up,,,상승,3162.28,3156.42,-0.185,-0.185,False,0.856,완만,완만,True
kr,2021-05-24,,,,,,보합,3156.42,3144.3,-0.384,0.0,True,0.839,완만,완만,True
kr,2021-05-25,,,,,,보합,3144.3,3171.32,0.859,0.0,True,0.772,완만,보통,False
kr,2021-05-26,,,,,,보합,3171.32,3168.43,-0.091,0.0,True,0.782,완만,완만,True
kr,2021-05-27,,,,,,보합,3168.43,3165.51,-0.092,0.0,True,0.812,완만,완만,True
kr,2021-05-28,,,,,,보합,3165.51,3188.73,0.734,0.0,True,0.767,완만,보통,False
kr,2021-05-31,,,,,,보합,3188.73,3203.92,0.476,0.0,True,0.768,완만,완만,True
kr,2021-06-01,,,,,,보합,3203.92,3221.87,0.56,0.0,True,0.752,완만,보통,False
kr,2021-06-02,,,,,,보합,3221.87,3224.23,0.073,0.0,True,0.764,완만,완만,True
kr,2021-06-03,,,,,,보합,3224.23,3247.43,0.72,0.0,True,0.751,완만,보통,False
kr,2021-06-04,,,,,,보합,3247.43,3240.08,-0.226,0.0,True,0.722,완만,완만,True
kr,2021-06-07,,,,,,보합,3240.08,3252.12,0.372,0.0,True,0.726,완만,완만,True
kr,2021-06-08,,,,,,보합,3252.12,3247.83,-0.132,0.0,True,0.687,완만,완만,True
kr,2021-06-09,,,,,,보합,3247.83,3216.18,-0.974,0.0,True,0.677,완만,보통,False
kr,2021-06-10,,,,,,보합,3216.18,3224.64,0.263,0.0,True,0.602,완만,완만,True
kr,2021-06-11,,,,,,보합,3224.64,3249.32,0.765,0.0,True,0.589,완만,보통,False
kr,2021-06-14,,,,,,보합,3249.32,3252.13,0.086,0.0,True,0.528,완만,완만,True
kr,2021-06-15,,,,,,보합,3252.13,3258.63,0.2,0.0,True,0.504,완만,완만,True
kr,2021-06-16,,,,,,보합,3258.63,3278.68,0.615,0.0,True,0.458,완만,보통,False
kr,2021-06-17,,,,,,보합,3278.68,3264.96,-0.418,0.0,True,0.438,완만,완만,True
kr,2021-06-18,,,,,,보합,3264.96,3267.93,0.091,0.0,True,0.407,완만,완만,True
kr,2021-06-21,,,down,,,하락,3267.93,3240.79,-0.83,0.83,True,0.411,완만,보통,False
kr,2021-06-22,,,up,,,상승,3240.79,3263.88,0.712,0.712,True,0.407,완만,보통,False
kr,2021-06-23,,,,,,보합,3263.88,3276.19,0.377,0.0,True,0.429,완만,완만,True
kr,2021-06-24,,,,,,보합,3276.19,3286.1,0.302,0.0,True,0.422,완만,완만,True
kr,2021-06-25,,,,,,보합,3286.1,3302.84,0.509,0.0,True,0.436,완만,보통,False
kr,2021-06-28,,,,,,보합,3302.84,3301.89,-0.029,0.0,True,0.446,완만,완만,True
kr,2021-06-29,,,,,,보합,3301.89,3286.68,-0.461,0.0,True,0.435,완만,완만,True
kr,2021-06-30,,,,,,보합,3286.68,3296.68,0.304,0.0,True,0.413,완만,완만,True
kr,2021-07-01,,,,,,보합,3296.68,3282.06,-0.443,0.0,True,0.408,완만,완만,True
kr,2021-07-02,,,,,,보합,3282.06,3281.78,-0.009,0.0,True,0.419,완만,완만,True
kr,2021-07-05,,,,,,보합,3281.78,3293.21,0.348,0.0,True,0.406,완만,완만,True
kr,2021-07-06,,,,,,보합,3293.21,3305.21,0.364,0.0,True,0.395,완만,완만,True
kr,2021-07-07,,,,,,보합,3305.21,3285.34,-0.601,0.0,True,0.394,완만,보통,False
kr,2021-07-08,,,,,,보합,3285.34,3252.68,-0.994,0.0,True,0.405,완만,보통,False
kr,2021-07-09,,,,,,보합,3252.68,3217.95,-1.068,0.0,False,0.387,완만,큰폭,False
kr,2021-07-12,down,up,up,,,상승,3217.95,3246.47,0.886,0.886,True,0.423,완만,보통,False
kr,2021-07-13,,,,,,보합,3246.47,3271.38,0.767,0.0,True,0.438,완만,보통,False
kr,2021-07-14,,,,,,보합,3271.38,3264.81,-0.201,0.0,True,0.478,완만,완만,True
kr,2021-07-15,,,,,,보합,3264.81,3286.22,0.656,0.0,True,0.507,완만,보통,False
kr,2021-07-16,,,,,,보합,3286.22,3276.91,-0.283,0.0,True,0.486,완만,완만,True
kr,2021-07-19,,,,,,보합,3276.91,3244.04,-1.003,0.0,False,0.498,완만,큰폭,False
kr,2021-07-20,down,,down,,,하락,3244.04,3232.7,-0.35,0.35,True,0.507,완만,완만,True
kr,2021-07-21,,,up,,,상승,3232.7,3215.91,-0.519,-0.519,False,0.516,완만,보통,False
kr,2021-07-22,,,,,,보합,3215.91,3250.21,1.067,0.0,False,0.498,완만,큰폭,False
kr,2021-07-23,up,down,,,,혼조,3250.21,3254.42,0.13,0.0,True,0.505,완만,완만,True
kr,2021-07-26,,,up,,,상승,3254.42,3224.95,-0.906,-0.906,False,0.543,완만,보통,False
kr,2021-07-27,,,,,,보합,3224.95,3232.53,0.235,0.0,True,0.524,완만,완만,True
kr,2021-07-28,,,,,,보합,3232.53,3236.86,0.134,0.0,True,0.568,완만,완만,True
kr,2021-07-29,,,,,,보합,3236.86,3242.65,0.179,0.0,True,0.557,완만,완만,True
kr,2021-07-30,,,,,,보합,3242.65,3202.32,-1.244,0.0,False,0.548,완만,큰폭,False
kr,2021-08-02,down,up,,,,혼조,3202.32,3223.04,0.647,0.0,True,0.535,완만,보통,False
kr,2021-08-03,,,,,,보합,3223.04,3237.14,0.437,0.0,True,0.597,완만,보통,False
kr,2021-08-04,,,,,,보합,3237.14,3280.38,1.336,0.0,False,0.612,완만,큰폭,False
kr,2021-08-05,up,down,,,,혼조,3280.38,3276.13,-0.13,0.0,True,0.615,완만,완만,True
kr,2021-08-06,,,,,,보합,3276.13,3270.36,-0.176,0.0,True,0.652,완만,완만,True
kr,2021-08-09,,,,,,보합,3270.36,3260.42,-0.304,0.0,True,0.609,완만,완만,True
kr,2021-08-10,,,,,,보합,3260.42,3243.19,-0.528,0.0,True,0.564,완만,보통,False
kr,2021-08-11,,,,,,보합,3243.19,3220.62,-0.696,0.0,True,0.535,완만,보통,False
kr,2021-08-12,,,,,,보합,3220.62,3208.38,-0.38,0.0,True,0.523,완만,완만,True
kr,2021-08-13,,,,,,보합,3208.38,3171.29,-1.156,0.0,False,0.548,완만,큰폭,False
kr,2021-08-17,down,up,,,,혼조,3171.29,3143.09,-0.889,0.0,True,0.534,완만,보통,False
kr,2021-08-18,,,,,,보합,3143.09,3158.93,0.504,0.0,True,0.578,완만,보통,False
kr,2021-08-19,,,down,,,하락,3158.93,3097.83,-1.934,1.934,True,0.572,완만,큰폭,False
kr,2021-08-20,down,up,,up,,상승,3097.83,3060.51,-1.205,-1.205,False,0.58,완만,큰폭,False
kr,2021-08-23,down,,,up,,혼조,3060.51,3090.21,0.97,0.0,True,0.651,완만,보통,False
kr,2021-08-24,,,,,,보합,3090.21,3138.3,1.556,0.0,False,0.657,완만,큰폭,False
kr,2021-08-25,up,down,,,,혼조,3138.3,3146.81,0.271,0.0,True,0.7,완만,완만,True
kr,2021-08-26,,,,,,보합,3146.81,3128.53,-0.581,0.0,True,0.732,보통,보통,True
kr,2021-08-27,,,,,,보합,3128.53,3133.9,0.172,0.0,True,0.734,보통,완만,False
kr,2021-08-30,,,,,,보합,3133.9,3144.19,0.328,0.0,True,0.756,보통,완만,False
kr,2021-08-31,,,,,,보합,3144.19,3199.27,1.752,0.0,False,0.756,보통,큰폭,False
kr,2021-09-01,up,down,,,,혼조,3199.27,3207.02,0.242,0.0,True,0.71,보통,완만,False
kr,2021-09-02,,,,,,보합,3207.02,3175.85,-0.972,0.0,True,0.765,보통,큰폭,False
kr,2021-09-03,,,,,,보합,3175.85,3201.06,0.794,0.0,True,0.756,보통,보통,True
kr,2021-09-06,,,,,,보합,3201.06,3203.33,0.071,0.0,True,0.737,보통,완만,False
kr,2021-09-07,,,,,,보합,3203.33,3187.42,-0.497,0.0,True,0.771,보통,보통,True
kr,2021-09-08,,,,,,보합,3187.42,3162.99,-0.766,0.0,True,0.765,보통,보통,True
kr,2021-09-09,,,,,,보합,3162.99,3114.7,-1.527,0.0,False,0.775,보통,큰폭,False
kr,2021-09-10,down,,,,,하락,3114.7,3125.76,0.355,-0.355,False,0.787,보통,완만,False
kr,2021-09-13,,,,,,보합,3125.76,3127.86,0.067,0.0,True,0.828,보통,완만,False
kr,2021-09-14,,,,,,보합,3127.86,3148.83,0.67,0.0,True,0.827,보통,보통,True
kr,2021-09-15,,,,,,보합,3148.83,3153.4,0.145,0.0,True,0.773,보통,완만,False
kr,2021-09-16,,,,,,보합,3153.4,3130.09,-0.739,0.0,True,0.762,보통,보통,True
kr,2021-09-17,,,,,,보합,3130.09,3140.51,0.333,0.0,True,0.744,보통,완만,False
kr,2021-09-23,,,,,,보합,3140.51,3127.58,-0.412,0.0,True,0.684,완만,보통,False
kr,2021-09-24,,,up,,,상승,3127.58,3125.24,-0.075,-0.075,False,0.64,완만,완만,True
kr,2021-09-27,,,,,,보합,3125.24,3133.64,0.269,0.0,True,0.613,완만,완만,True
kr,2021-09-28,,,,,,보합,3133.64,3097.92,-1.14,0.0,False,0.538,완만,큰폭,False
kr,2021-09-29,down,up,down,,,하락,3097.92,3060.27,-1.215,1.215,True,0.538,완만,큰폭,False
kr,2021-09-30,down,up,,,,혼조,3060.27,3068.82,0.279,0.0,True,0.566,완만,완만,True
kr,2021-10-01,,,down,,,하락,3068.82,3019.18,-1.618,1.618,True,0.618,완만,큰폭,False
kr,2021-10-05,down,up,down,up,,혼조,3019.18,2962.17,-1.888,0.0,False,0.616,완만,큰폭,False
kr,2021-10-06,down,up,up,up,,상승,2962.17,2908.31,-1.818,-1.818,False,0.609,완만,큰폭,False
kr,2021-10-07,down,up,,up,,상승,2908.31,2959.46,1.759,1.759,True,0.692,보통,큰폭,False
kr,2021-10-08,up,down,,,,혼조,2959.46,2956.3,-0.107,0.0,True,0.734,보통,완만,False
kr,2021-10-12,,,,,,보합,2956.3,2916.38,-1.35,0.0,False,0.782,보통,큰폭,False
kr,2021-10-13,down,,,up,,혼조,2916.38,2944.41,0.961,0.0,True,0.784,보통,큰폭,False
kr,2021-10-14,,,,,,보합,2944.41,2988.64,1.502,0.0,False,0.827,보통,큰폭,False
kr,2021-10-15,up,,up,,,상승,2988.64,3015.06,0.884,0.884,True,0.836,보통,보통,True
kr,2021-10-18,,,,,,보합,3015.06,3006.68,-0.278,0.0,True,0.835,보통,완만,False
kr,2021-10-19,,,,,,보합,3006.68,3029.04,0.744,0.0,True,0.862,보통,보통,True
kr,2021-10-20,,,,,,보합,3029.04,3013.13,-0.525,0.0,True,0.872,보통,보통,True
kr,2021-10-21,,,,,,보합,3013.13,3007.33,-0.192,0.0,True,0.876,보통,완만,False
kr,2021-10-22,,,,,,보합,3007.33,3006.16,-0.039,0.0,True,0.895,큰폭,완만,False
kr,2021-10-25,,,,,,보합,3006.16,3020.54,0.478,0.0,True,0.867,보통,보통,True
kr,2021-10-26,,,,,,보합,3020.54,3049.08,0.945,0.0,True,0.853,보통,보통,True
kr,2021-10-27,,,,,,보합,3049.08,3025.49,-0.774,0.0,True,0.856,보통,보통,True
kr,2021-10-28,,,,,,보합,3025.49,3009.55,-0.527,0.0,True,0.9,큰폭,보통,False
