market,date,signal_trend,signal_vol,signal_overseas,signal_rsi,signal_macd,call,entry,exit,actual_move_pct,position_return_pct,correct,avg_abs_pct,magnitude_predicted,magnitude_actual,magnitude_match
kr,2016-09-02,,,,up,,상승,2032.72,2038.31,0.275,0.275,True,0.372,,,
kr,2016-09-05,,,,up,,상승,2038.31,2060.08,1.068,1.068,True,0.317,,,
kr,2016-09-06,up,down,,,,혼조,2060.08,2066.53,0.313,0.0,True,0.317,,,
kr,2016-09-07,,,,,,보합,2066.53,2061.88,-0.225,0.0,True,0.326,,,
kr,2016-09-08,,,,,,보합,2061.88,2063.73,0.09,0.0,True,0.309,,,
kr,2016-09-09,,,,,,보합,2063.73,2037.87,-1.253,0.0,False,0.289,,,
kr,2016-09-12,down,up,down,,,하락,2037.87,1991.48,-2.276,2.276,True,0.291,,,
kr,2016-09-13,down,up,up,up,,상승,1991.48,1999.36,0.396,0.396,True,0.344,,,
kr,2016-09-19,,,,up,,상승,1999.36,2015.78,0.821,0.821,True,0.454,,,
kr,2016-09-20,,,,,,보합,2015.78,2025.71,0.493,0.0,True,0.467,,,
kr,2016-09-21,,,,,,보합,2025.71,2035.99,0.507,0.0,True,0.498,,,
kr,2016-09-22,,,up,,,상승,2035.99,2049.7,0.673,0.673,True,0.494,,,
kr,2016-09-23,,,,,,보합,2049.7,2054.07,0.213,0.0,True,0.518,,,
kr,2016-09-26,,,,,,보합,2054.07,2047.11,-0.339,0.0,True,0.517,,,
kr,2016-09-27,,,,,,보합,2047.11,2062.82,0.767,0.0,True,0.509,,,
kr,2016-09-28,,,,,,보합,2062.82,2053.06,-0.473,0.0,True,0.51,,,
kr,2016-09-29,,,,,,보합,2053.06,2068.72,0.763,0.0,True,0.547,,,
kr,2016-09-30,,,,,,보합,2068.72,2043.63,-1.213,0.0,False,0.557,,,
kr,2016-10-04,down,up,,,,혼조,2043.63,2054.86,0.55,0.0,True,0.583,,,
kr,2016-10-05,,,,,,보합,2054.86,2053.0,-0.091,0.0,True,0.625,,,
kr,2016-10-06,,,,,,보합,2053.0,2065.3,0.599,0.0,True,0.64,,,
kr,2016-10-07,,,,,,보합,2065.3,2053.8,-0.557,0.0,True,0.64,,,
kr,2016-10-10,,,,,,보합,2053.8,2056.82,0.147,0.0,True,0.656,,,
kr,2016-10-11,,,,,,보합,2056.82,2031.93,-1.21,0.0,False,0.631,,,
kr,2016-10-12,down,,down,,,하락,2031.93,2033.73,0.089,-0.089,False,0.622,,,
kr,2016-10-13,,,,,,보합,2033.73,2015.44,-0.899,0.0,True,0.672,,,
kr,2016-10-14,,,,,,보합,2015.44,2022.66,0.358,0.0,True,0.671,,,
kr,2016-10-17,,,,,,보합,2022.66,2027.61,0.245,0.0,True,0.654,,,
kr,2016-10-18,,,,,,보합,2027.61,2040.43,0.632,0.0,True,0.558,,,
kr,2016-10-19,,,,,,보합,2040.43,2040.94,0.025,0.0,True,0.55,,,
kr,2016-10-20,,,,,,보합,2040.94,2040.6,-0.017,0.0,True,0.541,,,
kr,2016-10-21,,,,,,보합,2040.6,2033.0,-0.372,0.0,True,0.518,,,
kr,2016-10-24,,,,,,보합,2033.0,2047.74,0.725,0.0,True,0.493,,,
kr,2016-10-25,,,,,,보합,2047.74,2037.17,-0.516,0.0,True,0.478,,,
kr,2016-10-26,,,,,,보합,2037.17,2013.89,-1.143,0.0,False,0.504,,,
kr,2016-10-27,down,up,,,,혼조,2013.89,2024.12,0.508,0.0,True,0.512,,,
kr,2016-10-28,,,,,,보합,2024.12,2019.42,-0.232,0.0,True,0.531,,,
kr,2016-10-31,,,,,,보합,2019.42,2008.19,-0.556,0.0,True,0.533,,,
kr,2016-11-01,,,,,,보합,2008.19,2007.39,-0.04,0.0,True,0.506,,,
kr,2016-11-02,,,,,,보합,2007.39,1978.94,-1.417,0.0,False,0.474,,,
kr,2016-11-03,down,up,,,,혼조,1978.94,1983.8,0.246,0.0,True,0.448,,,
kr,2016-11-04,,,,,,보합,1983.8,1982.02,-0.09,0.0,True,0.514,,,
kr,2016-11-07,,,,,,보합,1982.02,1997.58,0.785,0.0,True,0.497,,,
kr,2016-11-08,,,up,,,상승,1997.58,2003.38,0.29,0.29,True,0.473,,,
kr,2016-11-09,,,,,,보합,2003.38,1958.38,-2.246,0.0,False,0.505,,,
kr,2016-11-10,down,up,up,,,상승,1958.38,2002.6,2.258,2.258,True,0.459,,,
kr,2016-11-11,up,down,,,,혼조,2002.6,1984.43,-0.907,0.0,True,0.567,,,
kr,2016-11-14,,,,,,보합,1984.43,1974.4,-0.505,0.0,True,0.635,,,
kr,2016-11-15,,,,,,보합,1974.4,1967.53,-0.348,0.0,True,0.663,,,
kr,2016-11-16,,,,,,보합,1967.53,1979.65,0.616,0.0,True,0.676,,,
kr,2016-11-17,,,,,,보합,1979.65,1980.55,0.045,0.0,True,0.661,,,
kr,2016-11-18,,,,,,보합,1980.55,1974.58,-0.301,0.0,True,0.691,,,
kr,2016-11-21,,,,,,보합,1974.58,1966.05,-0.432,0.0,True,0.692,,,
kr,2016-11-22,,,,,,보합,1966.05,1983.47,0.886,0.0,True,0.689,,,
kr,2016-11-23,,,,,,보합,1983.47,1987.95,0.226,0.0,True,0.674,,,
kr,2016-11-24,,,,,,보합,1987.95,1971.26,-0.84,0.0,True,0.693,,,
kr,2016-11-25,,,,,,보합,1971.26,1974.46,0.162,0.0,True,0.647,,,
kr,2016-11-28,,,,,,보합,1974.46,1978.13,0.186,0.0,True,0.663,,,
kr,2016-11-29,,,,,,보합,1978.13,1978.39,0.013,0.0,True,0.66,,,
kr,2016-11-30,,,,,,보합,1978.39,1983.48,0.257,0.0,True,0.641,,,
kr,2016-12-01,,,,,,보합,1983.48,1983.75,0.014,0.0,True,0.64,큰폭,완만,False
kr,2016-12-02,,,,,,보합,1983.75,1970.61,-0.662,0.0,True,0.582,보통,큰폭,False
kr,2016-12-05,,,,,,보합,1970.61,1963.36,-0.368,0.0,True,0.57,보통,보통,True
kr,2016-12-06,,,,,,보합,1963.36,1989.86,1.35,0.0,False,0.599,보통,큰폭,False
kr,2016-12-07,up,down,,,,혼조,1989.86,1991.89,0.102,0.0,True,0.578,보통,완만,False
kr,2016-12-08,,,up,,,상승,1991.89,2031.07,1.967,1.967,True,0.631,큰폭,큰폭,True
kr,2016-12-09,up,down,,,,혼조,2031.07,2024.69,-0.314,0.0,True,0.524,보통,보통,True
kr,2016-12-12,,,,,,보합,2024.69,2027.24,0.126,0.0,True,0.509,보통,완만,False
kr,2016-12-13,,,,,,보합,2027.24,2035.98,0.431,0.0,True,0.48,완만,보통,False
kr,2016-12-14,,,,,,보합,2035.98,2036.87,0.044,0.0,True,0.461,완만,완만,True
kr,2016-12-15,,,,,,보합,2036.87,2036.65,-0.011,0.0,True,0.465,완만,완만,True
kr,2016-12-16,,,,,,보합,2036.65,2042.24,0.274,0.0,True,0.436,완만,보통,False
kr,2016-12-19,,,,,,보합,2042.24,2038.39,-0.189,0.0,True,0.435,완만,완만,True
kr,2016-12-20,,,,,,보합,2038.39,2041.94,0.174,0.0,True,0.433,완만,완만,True
kr,2016-12-21,,,,,,보합,2041.94,2037.96,-0.195,0.0,True,0.421,완만,완만,True
kr,2016-12-22,,,,,,보합,2037.96,2035.73,-0.109,0.0,True,0.385,완만,완만,True
kr,2016-12-23,,,,,,보합,2035.73,2035.9,0.008,0.0,True,0.384,완만,완만,True
kr,2016-12-26,,,,,,보합,2035.9,2037.75,0.091,0.0,True,0.347,완만,완만,True
kr,2016-12-27,,,,,,보합,2037.75,2042.17,0.217,0.0,True,0.34,완만,완만,True
kr,2016-12-28,,,,,,보합,2042.17,2024.49,-0.866,0.0,True,0.335,완만,큰폭,False
kr,2016-12-29,,,,,,보합,2024.49,2026.46,0.097,0.0,True,0.345,완만,완만,True
kr,2017-01-02,,,,,,보합,2026.46,2026.16,-0.015,0.0,True,0.376,완만,완만,True
kr,2017-01-03,,,,,,보합,2026.16,2043.97,0.879,0.0,True,0.38,완만,큰폭,False
kr,2017-01-04,,,,,,보합,2043.97,2045.64,0.082,0.0,True,0.347,완만,완만,True
kr,2017-01-05,,,,,,보합,2045.64,2041.95,-0.18,0.0,True,0.373,완만,완만,True
kr,2017-01-06,,,,,,보합,2041.95,2049.12,0.351,0.0,True,0.31,완만,보통,False
kr,2017-01-09,,,,,,보합,2049.12,2048.78,-0.017,0.0,True,0.313,완만,완만,True
kr,2017-01-10,,,,,,보합,2048.78,2045.12,-0.179,0.0,True,0.233,완만,완만,True
kr,2017-01-11,,,,,,보합,2045.12,2075.17,1.469,0.0,False,0.218,완만,큰폭,False
kr,2017-01-12,up,down,,down,,하락,2075.17,2087.14,0.577,-0.577,False,0.22,완만,큰폭,False
kr,2017-01-13,,,,down,,하락,2087.14,2076.79,-0.496,0.496,True,0.272,완만,보통,False
kr,2017-01-16,,,,,,보합,2076.79,2064.17,-0.608,0.0,True,0.299,완만,큰폭,False
kr,2017-01-17,,,,,,보합,2064.17,2071.87,0.373,0.0,True,0.323,완만,보통,False
kr,2017-01-18,,,,,,보합,2071.87,2070.54,-0.064,0.0,True,0.34,완만,완만,True
kr,2017-01-19,,,,,,보합,2070.54,2072.79,0.109,0.0,True,0.349,완만,완만,True
kr,2017-01-20,,,,,,보합,2072.79,2065.61,-0.346,0.0,True,0.344,완만,보통,False
kr,2017-01-23,,,,,,보합,2065.61,2065.99,0.018,0.0,True,0.339,완만,완만,True
kr,2017-01-24,,,,,,보합,2065.99,2065.76,-0.011,0.0,True,0.351,완만,완만,True
kr,2017-01-25,,,,,,보합,2065.76,2066.94,0.057,0.0,True,0.352,완만,완만,True
kr,2017-01-26,,,,,,보합,2066.94,2083.59,0.806,0.0,True,0.348,완만,큰폭,False
kr,2017-01-31,,,,,,보합,2083.59,2067.57,-0.769,0.0,True,0.34,완만,큰폭,False
kr,2017-02-01,,,,,,보합,2067.57,2080.48,0.624,0.0,True,0.337,완만,큰폭,False
kr,2017-02-02,,,,,,보합,2080.48,2071.01,-0.455,0.0,True,0.37,완만,보통,False
kr,2017-02-03,,,,,,보합,2071.01,2073.16,0.104,0.0,True,0.401,보통,완만,False
kr,2017-02-06,,,,,,보합,2073.16,2077.66,0.217,0.0,True,0.38,완만,보통,False
kr,2017-02-07,,,,,,보합,2077.66,2075.21,-0.118,0.0,True,0.381,완만,완만,True
kr,2017-02-08,,,,,,보합,2075.21,2065.08,-0.488,0.0,True,0.382,보통,보통,True
kr,2017-02-09,,,,,,보합,2065.08,2065.88,0.039,0.0,True,0.371,완만,완만,True
kr,2017-02-10,,,,,,보합,2065.88,2075.08,0.445,0.0,True,0.394,보통,보통,True
kr,2017-02-13,,,,,,보합,2075.08,2078.65,0.172,0.0,True,0.387,보통,완만,False
kr,2017-02-14,,,,,,보합,2078.65,2074.57,-0.196,0.0,True,0.336,완만,보통,False
kr,2017-02-15,,,,,,보합,2074.57,2083.86,0.448,0.0,True,0.316,완만,보통,False
kr,2017-02-16,,,,,,보합,2083.86,2081.84,-0.097,0.0,True,0.301,완만,완만,True
kr,2017-02-17,,,,,,보합,2081.84,2080.58,-0.061,0.0,True,0.293,완만,완만,True
kr,2017-02-20,,,,,,보합,2080.58,2084.39,0.183,0.0,True,0.279,완만,완만,True
kr,2017-02-21,,,,,,보합,2084.39,2102.93,0.889,0.0,True,0.279,완만,큰폭,False
kr,2017-02-22,,,,,,보합,2102.93,2106.61,0.175,0.0,True,0.283,완만,완만,True
kr,2017-02-23,,,,,,보합,2106.61,2107.63,0.048,0.0,True,0.31,완만,완만,True
kr,2017-02-24,,,,,,보합,2107.63,2094.12,-0.641,0.0,True,0.318,완만,큰폭,False
kr,2017-02-27,,,,,,보합,2094.12,2085.52,-0.411,0.0,True,0.32,완만,보통,False
kr,2017-02-28,,,,,,보합,2085.52,2091.64,0.293,0.0,True,0.349,완만,보통,False
kr,2017-03-02,,,up,,,상승,2091.64,2102.65,0.526,0.526,True,0.329,완만,큰폭,False
kr,2017-03-03,,,,,,보합,2102.65,2078.75,-1.137,0.0,False,0.305,완만,큰폭,False
kr,2017-03-06,down,up,,,,혼조,2078.75,2081.36,0.126,0.0,True,0.3,완만,완만,True
kr,2017-03-07,,,,,,보합,2081.36,2094.05,0.61,0.0,True,0.334,완만,큰폭,False
kr,2017-03-08,,,,,,보합,2094.05,2095.41,0.065,0.0,True,0.336,완만,완만,True
kr,2017-03-09,,,,,,보합,2095.41,2091.06,-0.208,0.0,True,0.355,보통,보통,True
kr,2017-03-10,,,,,,보합,2091.06,2097.35,0.301,0.0,True,0.353,보통,보통,True
kr,2017-03-13,,,,,,보합,2097.35,2117.59,0.965,0.0,True,0.338,완만,큰폭,False
kr,2017-03-14,,,,,,보합,2117.59,2133.78,0.765,0.0,True,0.352,보통,큰폭,False
kr,2017-03-15,,,,,,보합,2133.78,2133.0,-0.037,0.0,True,0.378,보통,완만,False
kr,2017-03-16,,,,,,보합,2133.0,2150.08,0.801,0.0,True,0.407,보통,큰폭,False
kr,2017-03-17,,,,down,,하락,2150.08,2164.58,0.674,-0.674,False,0.399,보통,큰폭,False
kr,2017-03-20,,,,down,,하락,2164.58,2157.01,-0.35,0.35,True,0.417,보통,보통,True
kr,2017-03-21,,,,down,,하락,2157.01,2178.38,0.991,-0.991,False,0.446,보통,큰폭,False
kr,2017-03-22,,,down,down,,하락,2178.38,2168.3,-0.463,0.463,True,0.46,보통,보통,True
kr,2017-03-23,,,,down,,하락,2168.3,2172.72,0.204,-0.204,False,0.501,보통,보통,True
kr,2017-03-24,,,,down,,하락,2172.72,2168.95,-0.174,0.174,True,0.479,보통,완만,False
kr,2017-03-27,,,,,,보합,2168.95,2155.66,-0.613,0.0,True,0.481,보통,큰폭,False
kr,2017-03-28,,,,,,보합,2155.66,2163.31,0.355,0.0,True,0.487,보통,보통,True
kr,2017-03-29,,,,,,보합,2163.31,2166.98,0.17,0.0,True,0.486,보통,완만,False
kr,2017-03-30,,,,,,보합,2166.98,2164.64,-0.108,0.0,True,0.483,보통,완만,False
kr,2017-03-31,,,,,,보합,2164.64,2160.23,-0.204,0.0,True,0.477,보통,보통,True
kr,2017-04-03,,,,,,보합,2160.23,2167.51,0.337,0.0,True,0.456,보통,보통,True
kr,2017-04-04,,,,,,보합,2167.51,2161.1,-0.296,0.0,True,0.409,보통,보통,True
kr,2017-04-05,,,,,,보합,2161.1,2160.85,-0.012,0.0,True,0.42,보통,완만,False
kr,2017-04-06,,,,,,보합,2160.85,2152.75,-0.375,0.0,True,0.404,보통,보통,True
kr,2017-04-07,,,,,,보합,2152.75,2151.73,-0.047,0.0,True,0.401,보통,완만,False
kr,2017-04-10,,,,,,보합,2151.73,2133.32,-0.856,0.0,True,0.41,보통,큰폭,False
kr,2017-04-11,,,,,,보합,2133.32,2123.85,-0.444,0.0,True,0.397,보통,보통,True
kr,2017-04-12,,,,,,보합,2123.85,2128.91,0.238,0.0,True,0.391,보통,보통,True
kr,2017-04-13,,,,,,보합,2128.91,2148.61,0.925,0.0,True,0.375,보통,큰폭,False
kr,2017-04-14,,,,,,보합,2148.61,2134.88,-0.639,0.0,True,0.385,보통,큰폭,False
kr,2017-04-17,,,,,,보합,2134.88,2145.76,0.51,0.0,True,0.392,보통,보통,True
kr,2017-04-18,,,,,,보합,2145.76,2148.46,0.126,0.0,True,0.39,보통,완만,False
kr,2017-04-19,,,,,,보합,2148.46,2138.4,-0.468,0.0,True,0.398,보통,보통,True
kr,2017-04-20,,,,,,보합,2138.4,2149.15,0.503,0.0,True,0.355,완만,보통,False
kr,2017-04-21,,,,,,보합,2149.15,2165.04,0.739,0.0,True,0.355,완만,큰폭,False
kr,2017-04-24,,,,,,보합,2165.04,2173.74,0.402,0.0,True,0.37,완만,보통,False
kr,2017-04-25,,,up,,,상승,2173.74,2196.85,1.063,1.063,True,0.398,보통,큰폭,False
kr,2017-04-26,up,down,,,,혼조,2196.85,2207.84,0.5,0.0,True,0.388,보통,보통,True
kr,2017-04-27,,,,down,,하락,2207.84,2209.46,0.073,-0.073,False,0.423,보통,완만,False
kr,2017-04-28,,,,down,,하락,2209.46,2205.44,-0.182,0.182,True,0.44,보통,완만,False
kr,2017-05-02,,,,,,보합,2205.44,2219.67,0.645,0.0,True,0.438,보통,큰폭,False
kr,2017-05-04,,,,down,,하락,2219.67,2241.24,0.972,-0.972,False,0.437,보통,큰폭,False
kr,2017-05-08,,,,down,,하락,2241.24,2292.76,2.299,-2.299,False,0.452,보통,큰폭,False
kr,2017-05-10,up,down,,down,,하락,2292.76,2270.12,-0.987,0.987,True,0.486,큰폭,큰폭,True
kr,2017-05-11,,,,down,,하락,2270.12,2296.37,1.156,-1.156,False,0.6,큰폭,큰폭,True
kr,2017-05-12,up,,,down,,혼조,2296.37,2286.02,-0.451,0.0,True,0.631,큰폭,보통,False
kr,2017-05-15,,,,down,,하락,2286.02,2290.65,0.203,-0.203,False,0.686,큰폭,완만,False
kr,2017-05-16,,,,down,,하락,2290.65,2295.33,0.204,-0.204,False,0.666,큰폭,보통,False
kr,2017-05-17,,,,down,,하락,2295.33,2293.08,-0.098,0.098,True,0.654,큰폭,완만,False
kr,2017-05-18,,,down,down,,하락,2293.08,2286.82,-0.273,0.273,True,0.652,큰폭,보통,False
kr,2017-05-19,,,,down,,하락,2286.82,2288.48,0.073,-0.073,False,0.611,큰폭,완만,False
kr,2017-05-22,,,,down,,하락,2288.48,2304.03,0.679,-0.679,False,0.593,큰폭,큰폭,True
kr,2017-05-23,,,,down,,하락,2304.03,2311.74,0.335,-0.335,False,0.571,큰폭,보통,False
kr,2017-05-24,,,,down,,하락,2311.74,2317.34,0.242,-0.242,False,0.599,큰폭,보통,False
kr,2017-05-25,,,,down,,하락,2317.34,2342.93,1.104,-1.104,False,0.592,큰폭,큰폭,True
kr,2017-05-26,up,,,down,,혼조,2342.93,2355.3,0.528,0.0,True,0.579,큰폭,큰폭,True
kr,2017-05-29,,,,down,,하락,2355.3,2352.97,-0.099,0.099,True,0.597,큰폭,완만,False
kr,2017-05-30,,,,down,,하락,2352.97,2343.68,-0.395,0.395,True,0.603,큰폭,보통,False
kr,2017-05-31,,,,down,,하락,2343.68,2347.38,0.158,-0.158,False,0.555,큰폭,완만,False
kr,2017-06-01,,,,down,,하락,2347.38,2344.61,-0.118,0.118,True,0.55,큰폭,완만,False
kr,2017-06-02,,,,down,,하락,2344.61,2371.72,1.156,-1.156,False,0.554,큰폭,큰폭,True
kr,2017-06-05,up,down,,down,,하락,2371.72,2368.62,-0.131,0.131,True,0.551,큰폭,완만,False
kr,2017-06-07,,,,down,,하락,2368.62,2360.14,-0.358,0.358,True,0.576,큰폭,보통,False
kr,2017-06-08,,,,down,,하락,2360.14,2363.57,0.145,-0.145,False,0.534,큰폭,완만,False
kr,2017-06-09,,,,down,,하락,2363.57,2381.69,0.767,-0.767,False,0.437,보통,큰폭,False
kr,2017-06-12,,,,down,,하락,2381.69,2357.87,-1.0,1.0,True,0.395,보통,큰폭,False
kr,2017-06-13,down,up,,,,혼조,2357.87,2374.7,0.714,0.0,True,0.376,완만,큰폭,False
kr,2017-06-14,,,,,,보합,2374.7,2372.64,-0.087,0.0,True,0.403,보통,완만,False
kr,2017-06-15,,,,,,보합,2372.64,2361.65,-0.463,0.0,True,0.429,보통,보통,True
kr,2017-06-16,,,,,,보합,2361.65,2361.83,0.008,0.0,True,0.423,보통,완만,False
kr,2017-06-19,,,,,,보합,2361.83,2370.9,0.384,0.0,True,0.441,보통,보통,True
kr,2017-06-20,,,,,,보합,2370.9,2369.23,-0.07,0.0,True,0.428,보통,완만,False
kr,2017-06-21,,,,,,보합,2369.23,2357.53,-0.494,0.0,True,0.444,보통,보통,True
kr,2017-06-22,,,,,,보합,2357.53,2370.37,0.545,0.0,True,0.413,보통,큰폭,False
kr,2017-06-23,,,,,,보합,2370.37,2378.6,0.347,0.0,True,0.421,보통,보통,True
kr,2017-06-26,,,,,,보합,2378.6,2388.66,0.423,0.0,True,0.436,보통,보통,True
kr,2017-06-27,,,,,,보합,2388.66,2391.95,0.138,0.0,True,0.398,보통,완만,False
kr,2017-06-28,,,,,,보합,2391.95,2382.56,-0.393,0.0,True,0.393,보통,보통,True
kr,2017-06-29,,,,,,보합,2382.56,2395.66,0.55,0.0,True,0.395,보통,큰폭,False
kr,2017-06-30,,,,,,보합,2395.66,2391.79,-0.162,0.0,True,0.395,보통,완만,False
kr,2017-07-03,,,,,,보합,2391.79,2394.48,0.112,0.0,True,0.414,보통,완만,False
kr,2017-07-04,,,,,,보합,2394.48,2380.52,-0.583,0.0,True,0.417,보통,큰폭,False
kr,2017-07-05,,,,,,보합,2380.52,2388.35,0.329,0.0,True,0.364,완만,보통,False
kr,2017-07-06,,,,,,보합,2388.35,2387.81,-0.023,0.0,True,0.387,완만,완만,True
kr,2017-07-07,,,,,,보합,2387.81,2379.87,-0.333,0.0,True,0.386,완만,보통,False
kr,2017-07-10,,,,,,보합,2379.87,2382.1,0.094,0.0,True,0.379,완만,완만,True
kr,2017-07-11,,,,,,보합,2382.1,2396.0,0.584,0.0,True,0.358,완만,큰폭,False
kr,2017-07-12,,,,,,보합,2396.0,2391.77,-0.177,0.0,True,0.312,완만,완만,True
kr,2017-07-13,,,,,,보합,2391.77,2409.49,0.741,0.0,True,0.306,완만,큰폭,False
kr,2017-07-14,,,,,,보합,2409.49,2414.63,0.213,0.0,True,0.31,완만,보통,False
kr,2017-07-17,,,,,,보합,2414.63,2425.1,0.434,0.0,True,0.324,완만,보통,False
kr,2017-07-18,,,,down,,하락,2425.1,2426.04,0.039,-0.039,False,0.335,완만,완만,True
kr,2017-07-19,,,,down,,하락,2426.04,2429.94,0.161,-0.161,False,0.337,완만,완만,True
kr,2017-07-20,,,,down,,하락,2429.94,2441.84,0.49,-0.49,False,0.336,완만,보통,False
kr,2017-07-21,,,,down,,하락,2441.84,2450.06,0.337,-0.337,False,0.319,완만,보통,False
kr,2017-07-24,,,,down,,하락,2450.06,2451.53,0.06,-0.06,False,0.316,완만,완만,True
kr,2017-07-25,,,,down,,하락,2451.53,2439.9,-0.474,0.474,True,0.316,완만,보통,False
kr,2017-07-26,,,,,,보합,2439.9,2434.51,-0.221,0.0,True,0.297,완만,보통,False
kr,2017-07-27,,,,,,보합,2434.51,2443.24,0.359,0.0,True,0.314,완만,보통,False
kr,2017-07-28,,,,,,보합,2443.24,2400.99,-1.729,0.0,False,0.306,완만,큰폭,False
kr,2017-07-31,down,up,,,,혼조,2400.99,2402.71,0.072,0.0,True,0.296,완만,완만,True
kr,2017-08-01,,,,,,보합,2402.71,2422.96,0.843,0.0,True,0.375,완만,큰폭,False
kr,2017-08-02,,,,,,보합,2422.96,2427.63,0.193,0.0,True,0.372,완만,완만,True
kr,2017-08-03,,,,,,보합,2427.63,2386.85,-1.68,0.0,False,0.385,보통,큰폭,False
kr,2017-08-04,down,up,,,,혼조,2386.85,2395.45,0.36,0.0,True,0.379,보통,보통,True
kr,2017-08-07,,,,,,보합,2395.45,2398.75,0.138,0.0,True,0.462,보통,완만,False
kr,2017-08-08,,,,,,보합,2398.75,2394.73,-0.168,0.0,True,0.463,보통,완만,False
kr,2017-08-09,,,,,,보합,2394.73,2368.39,-1.1,0.0,False,0.465,보통,큰폭,False
kr,2017-08-10,down,up,,,,혼조,2368.39,2359.47,-0.377,0.0,True,0.444,보통,보통,True
kr,2017-08-11,,,down,,,하락,2359.47,2319.71,-1.685,1.685,True,0.49,큰폭,큰폭,True
kr,2017-08-14,down,up,,up,,상승,2319.71,2334.22,0.626,0.626,True,0.472,보통,큰폭,False
kr,2017-08-16,,,,,,보합,2334.22,2348.26,0.601,0.0,True,0.546,큰폭,큰폭,True
kr,2017-08-17,,,,,,보합,2348.26,2361.67,0.571,0.0,True,0.555,큰폭,큰폭,True
kr,2017-08-18,,,down,,,하락,2361.67,2358.37,-0.14,0.14,True,0.584,큰폭,완만,False
kr,2017-08-21,,,,,,보합,2358.37,2355.0,-0.143,0.0,True,0.604,큰폭,완만,False
kr,2017-08-22,,,,,,보합,2355.0,2365.33,0.439,0.0,True,0.587,큰폭,보통,False
kr,2017-08-23,,,,,,보합,2365.33,2366.4,0.045,0.0,True,0.577,큰폭,완만,False
kr,2017-08-24,,,,,,보합,2366.4,2375.84,0.399,0.0,True,0.596,큰폭,보통,False
kr,2017-08-25,,,,,,보합,2375.84,2378.51,0.112,0.0,True,0.574,큰폭,완만,False
kr,2017-08-28,,,,,,보합,2378.51,2370.3,-0.345,0.0,True,0.583,큰폭,보통,False
kr,2017-08-29,,,,,,보합,2370.3,2364.74,-0.235,0.0,True,0.571,큰폭,보통,False
kr,2017-08-30,,,,,,보합,2364.74,2372.29,0.319,0.0,True,0.502,큰폭,보통,False
kr,2017-08-31,,,,,,보합,2372.29,2363.19,-0.384,0.0,True,0.51,큰폭,보통,False
kr,2017-09-01,,,,,,보합,2363.19,2357.69,-0.233,0.0,True,0.484,보통,보통,True
kr,2017-09-04,,,,,,보합,2357.69,2329.65,-1.189,0.0,False,0.493,보통,큰폭,False
kr,2017-09-05,down,up,,,,혼조,2329.65,2326.62,-0.13,0.0,True,0.421,보통,완만,False
kr,2017-09-06,,,,,,보합,2326.62,2319.82,-0.292,0.0,True,0.462,보통,보통,True
kr,2017-09-07,,,,,,보합,2319.82,2346.19,1.137,0.0,False,0.462,보통,큰폭,False
kr,2017-09-08,up,down,,,,혼조,2346.19,2343.72,-0.105,0.0,True,0.468,보통,완만,False
kr,2017-09-11,,,,,,보합,2343.72,2359.08,0.655,0.0,True,0.47,보통,큰폭,False
kr,2017-09-12,,,up,,,상승,2359.08,2365.47,0.271,0.271,True,0.456,보통,보통,True
kr,2017-09-13,,,,,,보합,2365.47,2360.18,-0.224,0.0,True,0.405,보통,보통,True
kr,2017-09-14,,,,,,보합,2360.18,2377.66,0.741,0.0,True,0.387,보통,큰폭,False
kr,2017-09-15,,,,,,보합,2377.66,2386.07,0.354,0.0,True,0.368,완만,보통,False
kr,2017-09-18,,,,,,보합,2386.07,2418.21,1.347,0.0,False,0.377,완만,큰폭,False
kr,2017-09-19,up,down,,,,혼조,2418.21,2416.05,-0.089,0.0,True,0.388,보통,완만,False
kr,2017-09-20,,,,,,보합,2416.05,2412.2,-0.159,0.0,True,0.448,보통,완만,False
kr,2017-09-21,,,,,,보합,2412.2,2406.5,-0.236,0.0,True,0.43,보통,보통,True
kr,2017-09-22,,,,,,보합,2406.5,2388.71,-0.739,0.0,True,0.436,보통,큰폭,False
kr,2017-09-25,,,,,,보합,2388.71,2380.4,-0.348,0.0,True,0.428,보통,보통,True
kr,2017-09-26,,,,,,보합,2380.4,2374.32,-0.255,0.0,True,0.459,보통,보통,True
kr,2017-09-27,,,,,,보합,2374.32,2372.57,-0.074,0.0,True,0.459,보통,완만,False
kr,2017-09-28,,,,,,보합,2372.57,2373.14,0.024,0.0,True,0.46,보통,완만,False
kr,2017-09-29,,,,,,보합,2373.14,2394.47,0.899,0.0,True,0.448,보통,큰폭,False
kr,2017-10-10,,,,,,보합,2394.47,2433.81,1.643,0.0,False,0.43,보통,큰폭,False
kr,2017-10-11,up,down,,,,혼조,2433.81,2458.16,1.0,0.0,False,0.463,보통,큰폭,False
kr,2017-10-12,up,down,,down,,하락,2458.16,2474.76,0.675,-0.675,False,0.486,큰폭,큰폭,True
kr,2017-10-13,,,,down,,하락,2474.76,2473.62,-0.046,0.046,True,0.53,큰폭,완만,False
kr,2017-10-16,,,,down,,하락,2473.62,2480.05,0.26,-0.26,False,0.549,큰폭,보통,False
kr,2017-10-17,,,,down,,하락,2480.05,2484.37,0.174,-0.174,False,0.494,큰폭,완만,False
kr,2017-10-18,,,,down,,하락,2484.37,2482.91,-0.059,0.059,True,0.502,큰폭,완만,False
