market,date,signal_trend,signal_vol,signal_overseas,call,entry,exit,actual_move_pct,position_return_pct,correct
kr,2016-08-29,,,,보합,2037.5,2032.35,-0.253,0.0,True
kr,2016-08-30,,,,보합,2032.35,2039.74,0.364,0.0,True
kr,2016-08-31,,,,보합,2039.74,2034.65,-0.25,0.0,True
kr,2016-09-01,,,,보합,2034.65,2032.72,-0.095,0.0,True
kr,2016-09-02,,,,보합,2032.72,2038.31,0.275,0.0,True
kr,2016-09-05,,,,보합,2038.31,2060.08,1.068,0.0,False
kr,2016-09-06,up,down,,혼조,2060.08,2066.53,0.313,0.0,True
kr,2016-09-07,,,,보합,2066.53,2061.88,-0.225,0.0,True
kr,2016-09-08,,,,보합,2061.88,2063.73,0.09,0.0,True
kr,2016-09-09,,,,보합,2063.73,2037.87,-1.253,0.0,False
kr,2016-09-12,down,up,down,하락,2037.87,1991.48,-2.276,2.276,True
kr,2016-09-13,down,up,up,상승,1991.48,1999.36,0.396,0.396,True
kr,2016-09-19,,,,보합,1999.36,2015.78,0.821,0.0,True
kr,2016-09-20,,,,보합,2015.78,2025.71,0.493,0.0,True
kr,2016-09-21,,,,보합,2025.71,2035.99,0.507,0.0,True
kr,2016-09-22,,,up,상승,2035.99,2049.7,0.673,0.673,True
kr,2016-09-23,,,,보합,2049.7,2054.07,0.213,0.0,True
kr,2016-09-26,,,,보합,2054.07,2047.11,-0.339,0.0,True
kr,2016-09-27,,,,보합,2047.11,2062.82,0.767,0.0,True
kr,2016-09-28,,,,보합,2062.82,2053.06,-0.473,0.0,True
kr,2016-09-29,,,,보합,2053.06,2068.72,0.763,0.0,True
kr,2016-09-30,,,,보합,2068.72,2043.63,-1.213,0.0,False
kr,2016-10-04,down,up,,혼조,2043.63,2054.86,0.55,0.0,True
kr,2016-10-05,,,,보합,2054.86,2053.0,-0.091,0.0,True
kr,2016-10-06,,,,보합,2053.0,2065.3,0.599,0.0,True
kr,2016-10-07,,,,보합,2065.3,2053.8,-0.557,0.0,True
kr,2016-10-10,,,,보합,2053.8,2056.82,0.147,0.0,True
kr,2016-10-11,,,,보합,2056.82,2031.93,-1.21,0.0,False
kr,2016-10-12,down,,down,하락,2031.93,2033.73,0.089,-0.089,False
kr,2016-10-13,,,,보합,2033.73,2015.44,-0.899,0.0,True
kr,2016-10-14,,,,보합,2015.44,2022.66,0.358,0.0,True
kr,2016-10-17,,,,보합,2022.66,2027.61,0.245,0.0,True
kr,2016-10-18,,,,보합,2027.61,2040.43,0.632,0.0,True
kr,2016-10-19,,,,보합,2040.43,2040.94,0.025,0.0,True
kr,2016-10-20,,,,보합,2040.94,2040.6,-0.017,0.0,True
kr,2016-10-21,,,,보합,2040.6,2033.0,-0.372,0.0,True
kr,2016-10-24,,,,보합,2033.0,2047.74,0.725,0.0,True
kr,2016-10-25,,,,보합,2047.74,2037.17,-0.516,0.0,True
kr,2016-10-26,,,,보합,2037.17,2013.89,-1.143,0.0,False
kr,2016-10-27,down,up,,혼조,2013.89,2024.12,0.508,0.0,True
kr,2016-10-28,,,,보합,2024.12,2019.42,-0.232,0.0,True
kr,2016-10-31,,,,보합,2019.42,2008.19,-0.556,0.0,True
kr,2016-11-01,,,,보합,2008.19,2007.39,-0.04,0.0,True
kr,2016-11-02,,,,보합,2007.39,1978.94,-1.417,0.0,False
kr,2016-11-03,down,up,,혼조,1978.94,1983.8,0.246,0.0,True
kr,2016-11-04,,,,보합,1983.8,1982.02,-0.09,0.0,True
kr,2016-11-07,,,,보합,1982.02,1997.58,0.785,0.0,True
kr,2016-11-08,,,up,상승,1997.58,2003.38,0.29,0.29,True
kr,2016-11-09,,,,보합,2003.38,1958.38,-2.246,0.0,False
kr,2016-11-10,down,up,up,상승,1958.38,2002.6,2.258,2.258,True
kr,2016-11-11,up,down,,혼조,2002.6,1984.43,-0.907,0.0,True
kr,2016-11-14,,,,보합,1984.43,1974.4,-0.505,0.0,True
kr,2016-11-15,,,,보합,1974.4,1967.53,-0.348,0.0,True
kr,2016-11-16,,,,보합,1967.53,1979.65,0.616,0.0,True
kr,2016-11-17,,,,보합,1979.65,1980.55,0.045,0.0,True
kr,2016-11-18,,,,보합,1980.55,1974.58,-0.301,0.0,True
kr,2016-11-21,,,,보합,1974.58,1966.05,-0.432,0.0,True
kr,2016-11-22,,,,보합,1966.05,1983.47,0.886,0.0,True
kr,2016-11-23,,,,보합,1983.47,1987.95,0.226,0.0,True
kr,2016-11-24,,,,보합,1987.95,1971.26,-0.84,0.0,True
kr,2016-11-25,,,,보합,1971.26,1974.46,0.162,0.0,True
kr,2016-11-28,,,,보합,1974.46,1978.13,0.186,0.0,True
kr,2016-11-29,,,,보합,1978.13,1978.39,0.013,0.0,True
kr,2016-11-30,,,,보합,1978.39,1983.48,0.257,0.0,True
kr,2016-12-01,,,,보합,1983.48,1983.75,0.014,0.0,True
kr,2016-12-02,,,,보합,1983.75,1970.61,-0.662,0.0,True
kr,2016-12-05,,,,보합,1970.61,1963.36,-0.368,0.0,True
kr,2016-12-06,,,,보합,1963.36,1989.86,1.35,0.0,False
kr,2016-12-07,up,down,,혼조,1989.86,1991.89,0.102,0.0,True
kr,2016-12-08,,,up,상승,1991.89,2031.07,1.967,1.967,True
kr,2016-12-09,up,down,,혼조,2031.07,2024.69,-0.314,0.0,True
kr,2016-12-12,,,,보합,2024.69,2027.24,0.126,0.0,True
kr,2016-12-13,,,,보합,2027.24,2035.98,0.431,0.0,True
kr,2016-12-14,,,,보합,2035.98,2036.87,0.044,0.0,True
kr,2016-12-15,,,,보합,2036.87,2036.65,-0.011,0.0,True
kr,2016-12-16,,,,보합,2036.65,2042.24,0.274,0.0,True
kr,2016-12-19,,,,보합,2042.24,2038.39,-0.189,0.0,True
kr,2016-12-20,,,,보합,2038.39,2041.94,0.174,0.0,True
kr,2016-12-21,,,,보합,2041.94,2037.96,-0.195,0.0,True
kr,2016-12-22,,,,보합,2037.96,2035.73,-0.109,0.0,True
kr,2016-12-23,,,,보합,2035.73,2035.9,0.008,0.0,True
kr,2016-12-26,,,,보합,2035.9,2037.75,0.091,0.0,True
kr,2016-12-27,,,,보합,2037.75,2042.17,0.217,0.0,True
kr,2016-12-28,,,,보합,2042.17,2024.49,-0.866,0.0,True
kr,2016-12-29,,,,보합,2024.49,2026.46,0.097,0.0,True
kr,2017-01-02,,,,보합,2026.46,2026.16,-0.015,0.0,True
kr,2017-01-03,,,,보합,2026.16,2043.97,0.879,0.0,True
kr,2017-01-04,,,,보합,2043.97,2045.64,0.082,0.0,True
kr,2017-01-05,,,,보합,2045.64,2041.95,-0.18,0.0,True
kr,2017-01-06,,,,보합,2041.95,2049.12,0.351,0.0,True
kr,2017-01-09,,,,보합,2049.12,2048.78,-0.017,0.0,True
kr,2017-01-10,,,,보합,2048.78,2045.12,-0.179,0.0,True
kr,2017-01-11,,,,보합,2045.12,2075.17,1.469,0.0,False
kr,2017-01-12,up,down,,혼조,2075.17,2087.14,0.577,0.0,True
kr,2017-01-13,,,,보합,2087.14,2076.79,-0.496,0.0,True
kr,2017-01-16,,,,보합,2076.79,2064.17,-0.608,0.0,True
kr,2017-01-17,,,,보합,2064.17,2071.87,0.373,0.0,True
kr,2017-01-18,,,,보합,2071.87,2070.54,-0.064,0.0,True
kr,2017-01-19,,,,보합,2070.54,2072.79,0.109,0.0,True
kr,2017-01-20,,,,보합,2072.79,2065.61,-0.346,0.0,True
kr,2017-01-23,,,,보합,2065.61,2065.99,0.018,0.0,True
kr,2017-01-24,,,,보합,2065.99,2065.76,-0.011,0.0,True
kr,2017-01-25,,,,보합,2065.76,2066.94,0.057,0.0,True
kr,2017-01-26,,,,보합,2066.94,2083.59,0.806,0.0,True
kr,2017-01-31,,,,보합,2083.59,2067.57,-0.769,0.0,True
kr,2017-02-01,,,,보합,2067.57,2080.48,0.624,0.0,True
kr,2017-02-02,,,,보합,2080.48,2071.01,-0.455,0.0,True
kr,2017-02-03,,,,보합,2071.01,2073.16,0.104,0.0,True
kr,2017-02-06,,,,보합,2073.16,2077.66,0.217,0.0,True
kr,2017-02-07,,,,보합,2077.66,2075.21,-0.118,0.0,True
kr,2017-02-08,,,,보합,2075.21,2065.08,-0.488,0.0,True
kr,2017-02-09,,,,보합,2065.08,2065.88,0.039,0.0,True
kr,2017-02-10,,,,보합,2065.88,2075.08,0.445,0.0,True
kr,2017-02-13,,,,보합,2075.08,2078.65,0.172,0.0,True
kr,2017-02-14,,,,보합,2078.65,2074.57,-0.196,0.0,True
kr,2017-02-15,,,,보합,2074.57,2083.86,0.448,0.0,True
kr,2017-02-16,,,,보합,2083.86,2081.84,-0.097,0.0,True
kr,2017-02-17,,,,보합,2081.84,2080.58,-0.061,0.0,True
kr,2017-02-20,,,,보합,2080.58,2084.39,0.183,0.0,True
kr,2017-02-21,,,,보합,2084.39,2102.93,0.889,0.0,True
kr,2017-02-22,,,,보합,2102.93,2106.61,0.175,0.0,True
kr,2017-02-23,,,,보합,2106.61,2107.63,0.048,0.0,True
kr,2017-02-24,,,,보합,2107.63,2094.12,-0.641,0.0,True
kr,2017-02-27,,,,보합,2094.12,2085.52,-0.411,0.0,True
kr,2017-02-28,,,,보합,2085.52,2091.64,0.293,0.0,True
kr,2017-03-02,,,up,상승,2091.64,2102.65,0.526,0.526,True
kr,2017-03-03,,,,보합,2102.65,2078.75,-1.137,0.0,False
kr,2017-03-06,down,up,,혼조,2078.75,2081.36,0.126,0.0,True
kr,2017-03-07,,,,보합,2081.36,2094.05,0.61,0.0,True
kr,2017-03-08,,,,보합,2094.05,2095.41,0.065,0.0,True
kr,2017-03-09,,,,보합,2095.41,2091.06,-0.208,0.0,True
kr,2017-03-10,,,,보합,2091.06,2097.35,0.301,0.0,True
kr,2017-03-13,,,,보합,2097.35,2117.59,0.965,0.0,True
kr,2017-03-14,,,,보합,2117.59,2133.78,0.765,0.0,True
kr,2017-03-15,,,,보합,2133.78,2133.0,-0.037,0.0,True
kr,2017-03-16,,,,보합,2133.0,2150.08,0.801,0.0,True
kr,2017-03-17,,,,보합,2150.08,2164.58,0.674,0.0,True
kr,2017-03-20,,,,보합,2164.58,2157.01,-0.35,0.0,True
kr,2017-03-21,,,,보합,2157.01,2178.38,0.991,0.0,True
kr,2017-03-22,,,down,하락,2178.38,2168.3,-0.463,0.463,True
kr,2017-03-23,,,,보합,2168.3,2172.72,0.204,0.0,True
kr,2017-03-24,,,,보합,2172.72,2168.95,-0.174,0.0,True
kr,2017-03-27,,,,보합,2168.95,2155.66,-0.613,0.0,True
kr,2017-03-28,,,,보합,2155.66,2163.31,0.355,0.0,True
kr,2017-03-29,,,,보합,2163.31,2166.98,0.17,0.0,True
kr,2017-03-30,,,,보합,2166.98,2164.64,-0.108,0.0,True
kr,2017-03-31,,,,보합,2164.64,2160.23,-0.204,0.0,True
kr,2017-04-03,,,,보합,2160.23,2167.51,0.337,0.0,True
kr,2017-04-04,,,,보합,2167.51,2161.1,-0.296,0.0,True
kr,2017-04-05,,,,보합,2161.1,2160.85,-0.012,0.0,True
kr,2017-04-06,,,,보합,2160.85,2152.75,-0.375,0.0,True
kr,2017-04-07,,,,보합,2152.75,2151.73,-0.047,0.0,True
kr,2017-04-10,,,,보합,2151.73,2133.32,-0.856,0.0,True
kr,2017-04-11,,,,보합,2133.32,2123.85,-0.444,0.0,True
kr,2017-04-12,,,,보합,2123.85,2128.91,0.238,0.0,True
kr,2017-04-13,,,,보합,2128.91,2148.61,0.925,0.0,True
kr,2017-04-14,,,,보합,2148.61,2134.88,-0.639,0.0,True
kr,2017-04-17,,,,보합,2134.88,2145.76,0.51,0.0,True
kr,2017-04-18,,,,보합,2145.76,2148.46,0.126,0.0,True
kr,2017-04-19,,,,보합,2148.46,2138.4,-0.468,0.0,True
kr,2017-04-20,,,,보합,2138.4,2149.15,0.503,0.0,True
kr,2017-04-21,,,,보합,2149.15,2165.04,0.739,0.0,True
kr,2017-04-24,,,,보합,2165.04,2173.74,0.402,0.0,True
kr,2017-04-25,,,up,상승,2173.74,2196.85,1.063,1.063,True
kr,2017-04-26,up,down,,혼조,2196.85,2207.84,0.5,0.0,True
kr,2017-04-27,,,,보합,2207.84,2209.46,0.073,0.0,True
kr,2017-04-28,,,,보합,2209.46,2205.44,-0.182,0.0,True
kr,2017-05-02,,,,보합,2205.44,2219.67,0.645,0.0,True
kr,2017-05-04,,,,보합,2219.67,2241.24,0.972,0.0,True
kr,2017-05-08,,,,보합,2241.24,2292.76,2.299,0.0,False
kr,2017-05-10,up,down,,혼조,2292.76,2270.12,-0.987,0.0,True
kr,2017-05-11,,,,보합,2270.12,2296.37,1.156,0.0,False
kr,2017-05-12,up,,,상승,2296.37,2286.02,-0.451,-0.451,False
kr,2017-05-15,,,,보합,2286.02,2290.65,0.203,0.0,True
kr,2017-05-16,,,,보합,2290.65,2295.33,0.204,0.0,True
kr,2017-05-17,,,,보합,2295.33,2293.08,-0.098,0.0,True
kr,2017-05-18,,,down,하락,2293.08,2286.82,-0.273,0.273,True
kr,2017-05-19,,,,보합,2286.82,2288.48,0.073,0.0,True
kr,2017-05-22,,,,보합,2288.48,2304.03,0.679,0.0,True
kr,2017-05-23,,,,보합,2304.03,2311.74,0.335,0.0,True
kr,2017-05-24,,,,보합,2311.74,2317.34,0.242,0.0,True
kr,2017-05-25,,,,보합,2317.34,2342.93,1.104,0.0,False
kr,2017-05-26,up,,,상승,2342.93,2355.3,0.528,0.528,True
kr,2017-05-29,,,,보합,2355.3,2352.97,-0.099,0.0,True
kr,2017-05-30,,,,보합,2352.97,2343.68,-0.395,0.0,True
kr,2017-05-31,,,,보합,2343.68,2347.38,0.158,0.0,True
kr,2017-06-01,,,,보합,2347.38,2344.61,-0.118,0.0,True
kr,2017-06-02,,,,보합,2344.61,2371.72,1.156,0.0,False
kr,2017-06-05,up,down,,혼조,2371.72,2368.62,-0.131,0.0,True
kr,2017-06-07,,,,보합,2368.62,2360.14,-0.358,0.0,True
kr,2017-06-08,,,,보합,2360.14,2363.57,0.145,0.0,True
kr,2017-06-09,,,,보합,2363.57,2381.69,0.767,0.0,True
kr,2017-06-12,,,,보합,2381.69,2357.87,-1.0,0.0,False
kr,2017-06-13,down,up,,혼조,2357.87,2374.7,0.714,0.0,True
kr,2017-06-14,,,,보합,2374.7,2372.64,-0.087,0.0,True
kr,2017-06-15,,,,보합,2372.64,2361.65,-0.463,0.0,True
kr,2017-06-16,,,,보합,2361.65,2361.83,0.008,0.0,True
kr,2017-06-19,,,,보합,2361.83,2370.9,0.384,0.0,True
kr,2017-06-20,,,,보합,2370.9,2369.23,-0.07,0.0,True
kr,2017-06-21,,,,보합,2369.23,2357.53,-0.494,0.0,True
kr,2017-06-22,,,,보합,2357.53,2370.37,0.545,0.0,True
kr,2017-06-23,,,,보합,2370.37,2378.6,0.347,0.0,True
kr,2017-06-26,,,,보합,2378.6,2388.66,0.423,0.0,True
kr,2017-06-27,,,,보합,2388.66,2391.95,0.138,0.0,True
kr,2017-06-28,,,,보합,2391.95,2382.56,-0.393,0.0,True
kr,2017-06-29,,,,보합,2382.56,2395.66,0.55,0.0,True
kr,2017-06-30,,,,보합,2395.66,2391.79,-0.162,0.0,True
kr,2017-07-03,,,,보합,2391.79,2394.48,0.112,0.0,True
kr,2017-07-04,,,,보합,2394.48,2380.52,-0.583,0.0,True
kr,2017-07-05,,,,보합,2380.52,2388.35,0.329,0.0,True
kr,2017-07-06,,,,보합,2388.35,2387.81,-0.023,0.0,True
kr,2017-07-07,,,,보합,2387.81,2379.87,-0.333,0.0,True
kr,2017-07-10,,,,보합,2379.87,2382.1,0.094,0.0,True
kr,2017-07-11,,,,보합,2382.1,2396.0,0.584,0.0,True
kr,2017-07-12,,,,보합,2396.0,2391.77,-0.177,0.0,True
kr,2017-07-13,,,,보합,2391.77,2409.49,0.741,0.0,True
kr,2017-07-14,,,,보합,2409.49,2414.63,0.213,0.0,True
kr,2017-07-17,,,,보합,2414.63,2425.1,0.434,0.0,True
kr,2017-07-18,,,,보합,2425.1,2426.04,0.039,0.0,True
kr,2017-07-19,,,,보합,2426.04,2429.94,0.161,0.0,True
kr,2017-07-20,,,,보합,2429.94,2441.84,0.49,0.0,True
kr,2017-07-21,,,,보합,2441.84,2450.06,0.337,0.0,True
kr,2017-07-24,,,,보합,2450.06,2451.53,0.06,0.0,True
kr,2017-07-25,,,,보합,2451.53,2439.9,-0.474,0.0,True
kr,2017-07-26,,,,보합,2439.9,2434.51,-0.221,0.0,True
kr,2017-07-27,,,,보합,2434.51,2443.24,0.359,0.0,True
kr,2017-07-28,,,,보합,2443.24,2400.99,-1.729,0.0,False
kr,2017-07-31,down,up,,혼조,2400.99,2402.71,0.072,0.0,True
kr,2017-08-01,,,,보합,2402.71,2422.96,0.843,0.0,True
kr,2017-08-02,,,,보합,2422.96,2427.63,0.193,0.0,True
kr,2017-08-03,,,,보합,2427.63,2386.85,-1.68,0.0,False
kr,2017-08-04,down,up,,혼조,2386.85,2395.45,0.36,0.0,True
kr,2017-08-07,,,,보합,2395.45,2398.75,0.138,0.0,True
kr,2017-08-08,,,,보합,2398.75,2394.73,-0.168,0.0,True
kr,2017-08-09,,,,보합,2394.73,2368.39,-1.1,0.0,False
kr,2017-08-10,down,up,,혼조,2368.39,2359.47,-0.377,0.0,True
kr,2017-08-11,,,down,하락,2359.47,2319.71,-1.685,1.685,True
kr,2017-08-14,down,up,,혼조,2319.71,2334.22,0.626,0.0,True
kr,2017-08-16,,,,보합,2334.22,2348.26,0.601,0.0,True
kr,2017-08-17,,,,보합,2348.26,2361.67,0.571,0.0,True
kr,2017-08-18,,,down,하락,2361.67,2358.37,-0.14,0.14,True
kr,2017-08-21,,,,보합,2358.37,2355.0,-0.143,0.0,True
kr,2017-08-22,,,,보합,2355.0,2365.33,0.439,0.0,True
kr,2017-08-23,,,,보합,2365.33,2366.4,0.045,0.0,True
kr,2017-08-24,,,,보합,2366.4,2375.84,0.399,0.0,True
kr,2017-08-25,,,,보합,2375.84,2378.51,0.112,0.0,True
kr,2017-08-28,,,,보합,2378.51,2370.3,-0.345,0.0,True
kr,2017-08-29,,,,보합,2370.3,2364.74,-0.235,0.0,True
kr,2017-08-30,,,,보합,2364.74,2372.29,0.319,0.0,True
kr,2017-08-31,,,,보합,2372.29,2363.19,-0.384,0.0,True
kr,2017-09-01,,,,보합,2363.19,2357.69,-0.233,0.0,True
kr,2017-09-04,,,,보합,2357.69,2329.65,-1.189,0.0,False
kr,2017-09-05,down,up,,혼조,2329.65,2326.62,-0.13,0.0,True
kr,2017-09-06,,,,보합,2326.62,2319.82,-0.292,0.0,True
kr,2017-09-07,,,,보합,2319.82,2346.19,1.137,0.0,False
kr,2017-09-08,up,down,,혼조,2346.19,2343.72,-0.105,0.0,True
kr,2017-09-11,,,,보합,2343.72,2359.08,0.655,0.0,True
kr,2017-09-12,,,up,상승,2359.08,2365.47,0.271,0.271,True
kr,2017-09-13,,,,보합,2365.47,2360.18,-0.224,0.0,True
kr,2017-09-14,,,,보합,2360.18,2377.66,0.741,0.0,True
kr,2017-09-15,,,,보합,2377.66,2386.07,0.354,0.0,True
kr,2017-09-18,,,,보합,2386.07,2418.21,1.347,0.0,False
kr,2017-09-19,up,down,,혼조,2418.21,2416.05,-0.089,0.0,True
kr,2017-09-20,,,,보합,2416.05,2412.2,-0.159,0.0,True
kr,2017-09-21,,,,보합,2412.2,2406.5,-0.236,0.0,True
kr,2017-09-22,,,,보합,2406.5,2388.71,-0.739,0.0,True
kr,2017-09-25,,,,보합,2388.71,2380.4,-0.348,0.0,True
kr,2017-09-26,,,,보합,2380.4,2374.32,-0.255,0.0,True
kr,2017-09-27,,,,보합,2374.32,2372.57,-0.074,0.0,True
kr,2017-09-28,,,,보합,2372.57,2373.14,0.024,0.0,True
kr,2017-09-29,,,,보합,2373.14,2394.47,0.899,0.0,True
kr,2017-10-10,,,,보합,2394.47,2433.81,1.643,0.0,False
kr,2017-10-11,up,down,,혼조,2433.81,2458.16,1.0,0.0,False
kr,2017-10-12,up,down,,혼조,2458.16,2474.76,0.675,0.0,True
kr,2017-10-13,,,,보합,2474.76,2473.62,-0.046,0.0,True
kr,2017-10-16,,,,보합,2473.62,2480.05,0.26,0.0,True
kr,2017-10-17,,,,보합,2480.05,2484.37,0.174,0.0,True
kr,2017-10-18,,,,보합,2484.37,2482.91,-0.059,0.0,True
kr,2017-10-19,,,,보합,2482.91,2473.06,-0.397,0.0,True
kr,2017-10-20,,,,보합,2473.06,2489.54,0.666,0.0,True
kr,2017-10-23,,,,보합,2489.54,2490.05,0.02,0.0,True
kr,2017-10-24,,,,보합,2490.05,2490.49,0.018,0.0,True
kr,2017-10-25,,,,보합,2490.49,2492.5,0.081,0.0,True
kr,2017-10-26,,,,보합,2492.5,2480.63,-0.476,0.0,True
kr,2017-10-27,,,,보합,2480.63,2496.63,0.645,0.0,True
kr,2017-10-30,,,,보합,2496.63,2501.93,0.212,0.0,True
kr,2017-10-31,,,,보합,2501.93,2523.43,0.859,0.0,True
kr,2017-11-01,,,,보합,2523.43,2556.47,1.309,0.0,False
kr,2017-11-02,up,down,,혼조,2556.47,2546.36,-0.395,0.0,True
kr,2017-11-03,,,,보합,2546.36,2557.97,0.456,0.0,True
kr,2017-11-06,,,,보합,2557.97,2549.41,-0.335,0.0,True
kr,2017-11-07,,,,보합,2549.41,2545.44,-0.156,0.0,True
kr,2017-11-08,,,,보합,2545.44,2552.4,0.273,0.0,True
kr,2017-11-09,,,,보합,2552.4,2550.57,-0.072,0.0,True
kr,2017-11-10,,,,보합,2550.57,2542.95,-0.299,0.0,True
kr,2017-11-13,,,,보합,2542.95,2530.35,-0.495,0.0,True
kr,2017-11-14,,,,보합,2530.35,2526.64,-0.147,0.0,True
kr,2017-11-15,,,,보합,2526.64,2518.25,-0.332,0.0,True
kr,2017-11-16,,,,보합,2518.25,2534.79,0.657,0.0,True
kr,2017-11-17,,,,보합,2534.79,2533.99,-0.032,0.0,True
kr,2017-11-20,,,,보합,2533.99,2527.67,-0.249,0.0,True
kr,2017-11-21,,,,보합,2527.67,2530.7,0.12,0.0,True
kr,2017-11-22,,,,보합,2530.7,2540.51,0.388,0.0,True
kr,2017-11-23,,,,보합,2540.51,2537.15,-0.132,0.0,True
kr,2017-11-24,,,,보합,2537.15,2544.33,0.283,0.0,True
kr,2017-11-27,,,,보합,2544.33,2507.81,-1.435,0.0,False
kr,2017-11-28,down,up,,혼조,2507.81,2514.19,0.254,0.0,True
kr,2017-11-29,,,,보합,2514.19,2512.9,-0.051,0.0,True
kr,2017-11-30,,,,보합,2512.9,2476.37,-1.454,0.0,False
kr,2017-12-01,down,up,,혼조,2476.37,2475.41,-0.039,0.0,True
kr,2017-12-04,,,,보합,2475.41,2501.67,1.061,0.0,False
kr,2017-12-05,up,down,,혼조,2501.67,2510.12,0.338,0.0,True
kr,2017-12-06,,,,보합,2510.12,2474.37,-1.424,0.0,False
kr,2017-12-07,down,up,,혼조,2474.37,2461.98,-0.501,0.0,True
kr,2017-12-08,,,,보합,2461.98,2464.0,0.082,0.0,True
kr,2017-12-11,,,,보합,2464.0,2471.49,0.304,0.0,True
kr,2017-12-12,,,,보합,2471.49,2461.0,-0.424,0.0,True
kr,2017-12-13,,,,보합,2461.0,2480.55,0.794,0.0,True
kr,2017-12-14,,,,보합,2480.55,2469.48,-0.446,0.0,True
kr,2017-12-15,,,,보합,2469.48,2482.07,0.51,0.0,True
kr,2017-12-18,,,,보합,2482.07,2481.88,-0.008,0.0,True
kr,2017-12-19,,,,보합,2481.88,2478.53,-0.135,0.0,True
kr,2017-12-20,,,,보합,2478.53,2472.37,-0.249,0.0,True
kr,2017-12-21,,,,보합,2472.37,2429.83,-1.721,0.0,False
kr,2017-12-22,down,up,,혼조,2429.83,2440.54,0.441,0.0,True
kr,2017-12-26,,,,보합,2440.54,2427.34,-0.541,0.0,True
kr,2017-12-27,,,,보합,2427.34,2436.67,0.384,0.0,True
kr,2017-12-28,,,,보합,2436.67,2467.49,1.265,0.0,False
kr,2018-01-02,up,down,,혼조,2467.49,2479.65,0.493,0.0,True
kr,2018-01-03,,,,보합,2479.65,2486.35,0.27,0.0,True
kr,2018-01-04,,,,보합,2486.35,2466.46,-0.8,0.0,True
kr,2018-01-05,,,,보합,2466.46,2497.52,1.259,0.0,False
kr,2018-01-08,up,down,,혼조,2497.52,2513.28,0.631,0.0,True
kr,2018-01-09,,,,보합,2513.28,2510.23,-0.121,0.0,True
kr,2018-01-10,,,,보합,2510.23,2499.75,-0.417,0.0,True
kr,2018-01-11,,,,보합,2499.75,2487.91,-0.474,0.0,True
kr,2018-01-12,,,,보합,2487.91,2496.42,0.342,0.0,True
kr,2018-01-15,,,,보합,2496.42,2503.73,0.293,0.0,True
kr,2018-01-16,,,,보합,2503.73,2521.74,0.719,0.0,True
kr,2018-01-17,,,,보합,2521.74,2515.43,-0.25,0.0,True
kr,2018-01-18,,,,보합,2515.43,2515.81,0.015,0.0,True
kr,2018-01-19,,,,보합,2515.81,2520.26,0.177,0.0,True
kr,2018-01-22,,,,보합,2520.26,2502.11,-0.72,0.0,True
kr,2018-01-23,,,,보합,2502.11,2536.6,1.378,0.0,False
kr,2018-01-24,up,down,,혼조,2536.6,2538.0,0.055,0.0,True
kr,2018-01-25,,,,보합,2538.0,2562.23,0.955,0.0,True
kr,2018-01-26,,,,보합,2562.23,2574.76,0.489,0.0,True
kr,2018-01-29,,,up,상승,2574.76,2598.19,0.91,0.91,True
kr,2018-01-30,,,,보합,2598.19,2567.74,-1.172,0.0,False
kr,2018-01-31,down,up,down,하락,2567.74,2566.46,-0.05,0.05,True
kr,2018-02-01,,,,보합,2566.46,2568.54,0.081,0.0,True
kr,2018-02-02,,,,보합,2568.54,2525.39,-1.68,0.0,False
kr,2018-02-05,down,up,down,하락,2525.39,2491.75,-1.332,1.332,True
kr,2018-02-06,down,up,down,하락,2491.75,2453.31,-1.543,1.543,True
kr,2018-02-07,down,up,up,상승,2453.31,2396.56,-2.313,-2.313,False
kr,2018-02-08,down,up,,혼조,2396.56,2407.62,0.461,0.0,True
kr,2018-02-09,,,down,하락,2407.62,2363.77,-1.821,1.821,True
kr,2018-02-12,down,up,up,상승,2363.77,2385.38,0.914,0.914,True
kr,2018-02-13,,,up,상승,2385.38,2395.19,0.411,0.411,True
kr,2018-02-14,,,,보합,2395.19,2421.83,1.112,0.0,False
kr,2018-02-19,up,,,상승,2421.83,2442.82,0.867,0.867,True
kr,2018-02-20,,,,보합,2442.82,2415.12,-1.134,0.0,False
kr,2018-02-21,down,,,하락,2415.12,2429.65,0.602,-0.602,False
kr,2018-02-22,,,,보합,2429.65,2414.28,-0.633,0.0,True
kr,2018-02-23,,,,보합,2414.28,2451.52,1.542,0.0,False
kr,2018-02-26,up,,up,상승,2451.52,2457.65,0.25,0.25,True
kr,2018-02-27,,,up,상승,2457.65,2456.14,-0.061,-0.061,False
kr,2018-02-28,,,down,하락,2456.14,2427.36,-1.172,1.172,True
kr,2018-03-02,down,,down,하락,2427.36,2402.16,-1.038,1.038,True
kr,2018-03-05,down,,,하락,2402.16,2375.06,-1.128,1.128,True
kr,2018-03-06,down,,up,혼조,2375.06,2411.41,1.53,0.0,False
kr,2018-03-07,up,,,상승,2411.41,2401.82,-0.398,-0.398,False
kr,2018-03-08,,,,보합,2401.82,2433.08,1.302,0.0,False
kr,2018-03-09,up,,,상승,2433.08,2459.45,1.084,1.084,True
kr,2018-03-12,up,,up,상승,2459.45,2484.12,1.003,1.003,True
kr,2018-03-13,up,,,상승,2484.12,2494.49,0.417,0.417,True
kr,2018-03-14,,,,보합,2494.49,2486.08,-0.337,0.0,True
kr,2018-03-15,,,,보합,2486.08,2492.38,0.253,0.0,True
